Krunal Pandya,56
Phil Salt,48
Virat Kohli,69
Rajat Patidar,34
Jitesh Sharma,32
Tim David,34
Romario Shepherd,35
Lungi Ngidi,91
Suyash Sharma,17
Bhuvneshwar Kumar,38
Yash Dayal,29
