Ajinkya Rahane,54
Sunil Narine,63
Angkrish Raghuvanshi,43
Rahmanullah Gurbaz,29
Andre Russell,42
Venkatesh Iyer,26
Rinku Singh,34
Vaibhav Arora,44
Harshit Rana,42
Varun Chakaravarthy,48
Moeen Ali,37
Chetan Sakariya,-2
