Faf du Plessis,7
Karun Nair,2
Abishek Porel,13
KL Rahul,15
Tristan Stubbs,53
Ashutosh Sharma,61
Pat Cummins,97
Jaydev Unadkat,35
Harshal Patel,29
Eshan Malinga,29
Zeeshan Ansari,2
Axar Patel,56
Vipraj Nigam,45
Mitchell Starc,50
Dushmantha Chameera,30
Kuldeep Yadav,39
Travis Head,46
Ishan Kishan,40
Heinrich Klaasen,53
Aniket Verma,36
Abhinav Manohar,21
Abhishek Sharma,45
